ADDRESBR,ADDRESS,ASSET,BKCLASS,BKMO,BRCENM,BRNUM,BRSERTYP,BRSERTYPDESC,CALL,CB,CBSA_DIV_NAMB,CERT,CHARTER,CHRTAGNN,CHRTAGNT,CITY,CITY2BR,CITYBR,CITYHCR,CLCODE,CNTRYNA,CNTRYNAB,CNTYNAMB,CNTYNUMB,CONSOLD,CSABR,CSANAMBR,DENOVO,DEPDOM,DEPSUM,DEPSUMBR,DIVISIONB,DOCKET,ESCROW,FDICDBS,FDICNAME,FED,FEDNAME,HCTMULT,ID,INSAGNT1,INSBRDD,INSBRTS,INSURED,METROBR,MICROBR,MSABR,MSANAMB,NAMEBR,NAMEFULL,NAMEHCR,NECNAMB,NECTABR,OCCDIST,OCCNAME,PLACENUM,REGAGNT,RSSDHCR,RSSDID,SIMS_ACQUIRED_DATE,SIMS_DESCRIPTION,SIMS_ESTABLISHED_DATE,SIMS_LATITUDE,SIMS_LONGITUDE,SIMS_PROJECTION,SPECDESC,SPECGRP,STALP,STALPBR,STALPHCR,STCNTY,STCNTYBR,STNAME,STNAMEBR,STNUMBR,UNINUMBR,UNIT,USA,YEAR,ZIP,ZIPBR,ZIPBR_RAW,ZIP_RAW
4248 Delaware Avenue,127 Public Square,99137730,N,0,,1533,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Tonawanda,Tonawanda,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"34,711",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1533,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Del-Ton Plaza Branch,KeyBank National Association,KEYCORP,,0,3,Central District,75000,OCC,1068025,280110,6/30/97,M,1/14/60,43.0003,-78.8751,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,229564,0,1,6/30/16,44114,14150,14150,44114
4050 Seneca Street,127 Public Square,99137730,N,0,,1534,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,West Seneca,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"59,364",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1534,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",West Seneca Branch,KeyBank National Association,KEYCORP,,0,3,Central District,80918,OCC,1068025,280110,6/30/97,M,7/1/63,42.8302,-78.7532,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,229565,0,1,6/30/16,44114,14224,14224,44114
2858 Delaware Avenue,127 Public Square,99137730,N,0,,1535,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Kenmore,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"44,120",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1535,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Kenmore Branch,KeyBank National Association,KEYCORP,,0,3,Central District,75000,OCC,1068025,280110,6/30/97,M,7/1/66,42.962,-78.8699,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,229566,0,1,6/30/16,44114,14217,14217,44114
1219 French Road,127 Public Square,99137730,N,0,,1536,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Depew,Depew,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"70,797",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1536,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",French-Borden Branch,KeyBank National Association,KEYCORP,,0,3,Central District,15011,OCC,1068025,280110,6/30/97,M,5/10/71,42.8678,-78.7078,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,229568,0,1,6/30/16,44114,14043,14043,44114
8899 Main Street,127 Public Square,99137730,N,0,,1537,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Williamsville,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"48,245",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1537,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Clarence Branch,KeyBank National Association,KEYCORP,,0,3,Central District,15825,OCC,1068025,280110,6/30/97,M,12/23/74,42.9668,-78.6607,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,229571,0,1,6/30/16,44114,14221,14221,44114
4239 North Buffalo Street,127 Public Square,99137730,N,0,,1538,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Orchard Park,Orchard Park,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"94,124",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1538,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Orchard Park Branch,KeyBank National Association,KEYCORP,,0,3,Central District,55277,OCC,1068025,280110,6/30/97,M,11/14/70,42.7681,-78.744,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,250240,0,1,6/30/16,44114,14127,14127,44114
1080 Mckinley Mall,127 Public Square,99137730,N,0,,1539,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Blasdell,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"38,343",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1539,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Mckinley Mall Branch,KeyBank National Association,KEYCORP,,0,3,Central District,31654,OCC,1068025,280110,6/30/97,M,9/26/87,42.789,-78.8102,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,215272,0,1,6/30/16,44114,14219,14219,44114
"2000 Walden Ave, Ste B216",127 Public Square,99137730,N,0,,1540,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Cheektowaga,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"20,106",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1540,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Walden-Galleria Mall Branch,KeyBank National Association,KEYCORP,,0,3,Central District,15011,OCC,1068025,280110,6/30/97,M,5/1/89,42.9089,-78.7619,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,215275,0,1,6/30/16,44114,14225,14225,44114
25 Main Street,127 Public Square,99137730,N,0,,1548,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Hamburg,Hamburg,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"129,242",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1548,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Hamburg Branch,KeyBank National Association,KEYCORP,,0,3,Central District,31654,OCC,1068025,280110,6/30/97,M,1/1/78,42.7159,-78.8304,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,254928,0,1,6/30/16,44114,14075,14075,44114
6932 Erie Road,127 Public Square,99137730,N,0,,1549,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Derby,Derby,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"28,211",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1549,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Derby Branch,KeyBank National Association,KEYCORP,,0,3,Central District,24801,OCC,1068025,280110,6/30/97,M,12/1/81,42.6976,-78.988,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,279981,0,1,6/30/16,44114,14047,14047,44114
3171 Sheridan Drive,127 Public Square,99137730,N,0,,1550,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Amherst,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"144,648",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1550,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Northtown Branch,KeyBank National Association,KEYCORP,,0,3,Central District,2000,OCC,1068025,280110,6/30/97,M,11/14/60,42.9803,-78.8159,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,236437,0,1,6/30/16,44114,14226,14226,44114
2030 Sheridan Drive,127 Public Square,99137730,N,0,,1551,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Tonawanda,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"97,741",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1551,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Colvin Branch,KeyBank National Association,KEYCORP,,0,3,Central District,75000,OCC,1068025,280110,6/30/97,M,12/26/74,42.981,-78.8587,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,236446,0,1,6/30/16,44114,14223,14223,44114
5200 Main Street,127 Public Square,99137730,N,0,,1553,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Williamsville,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"208,537",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1553,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",North Forest Branch,KeyBank National Association,KEYCORP,,0,3,Central District,2000,OCC,1068025,280110,6/30/97,M,9/26/77,42.9605,-78.7589,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,236449,0,1,6/30/16,44114,14221,14221,44114
1930 Niagara Falls Boulevard,127 Public Square,99137730,N,0,,1554,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Tonawanda,Tonawanda,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"148,587",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1554,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Niagara Falls Boulevard Branch,KeyBank National Association,KEYCORP,,0,3,Central District,75000,OCC,1068025,280110,6/30/97,M,10/2/78,43.0066,-78.8224,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,236452,0,1,6/30/16,44114,14150,14150,44114
3134 Bailey Avenue,127 Public Square,99137730,N,0,,1556,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Buffalo,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"44,092",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1556,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Bailey-Amherst Branch,KeyBank National Association,KEYCORP,,0,3,Central District,11000,OCC,1068025,280110,6/30/97,M,6/14/47,42.9398,-78.8136,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,236215,0,1,6/30/16,44114,14215,14215,44114
4020 Sheridan Drive,127 Public Square,99137730,N,0,,1557,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Amherst,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"104,405",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1557,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Sheridan-Harlem Ii Branch,KeyBank National Association,KEYCORP,,0,3,Central District,2000,OCC,1068025,280110,6/30/97,StreetAddress,6/22/68,42.9788,-78.7854,98.93,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,236219,0,1,6/30/16,44114,14226,14226,44114
5173 Sheridan Drive,127 Public Square,99137730,N,0,,1559,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Williamsville,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"170,305",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1559,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Evans-Sheridan Branch,KeyBank National Association,KEYCORP,,0,3,Central District,2000,OCC,1068025,280110,6/30/97,M,5/4/74,42.9785,-78.741,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,236222,0,1,6/30/16,44114,14221,14221,44114
2929 Union Road,127 Public Square,99137730,N,0,,1560,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Cheektowaga,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"94,368",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1560,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Appletree Mall Branch,KeyBank National Association,KEYCORP,,0,3,Central District,15011,OCC,1068025,280110,6/30/97,M,9/28/77,42.892,-78.7543,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,236226,0,1,6/30/16,44114,14227,14227,44114
5510 Camp Road,127 Public Square,99137730,N,0,,1561,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Hamburg,Hamburg,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"72,611",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1561,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Hamburg Ii Branch,KeyBank National Association,KEYCORP,,0,3,Central District,31654,OCC,1068025,280110,6/30/97,M,12/27/78,42.7372,-78.8431,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,236228,0,1,6/30/16,44114,14075,14075,44114
2318 Delaware Avenue,127 Public Square,99137730,N,0,,1564,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Buffalo,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"58,349",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1564,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Delaware Hertel Branch,KeyBank National Association,KEYCORP,,0,3,Central District,11000,OCC,1068025,280110,6/30/97,M,3/12/49,42.9471,-78.8685,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,236456,0,1,6/30/16,44114,14216,14216,44114
55 Douglas Lane,127 Public Square,99137730,N,0,,1565,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,East Aurora,East Aurora,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"61,240",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1565,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",East Aurora Branch,KeyBank National Association,KEYCORP,,0,3,Central District,3199,OCC,1068025,280110,6/30/97,M,3/25/72,42.7666,-78.6311,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,236460,0,1,6/30/16,44114,14052,14052,44114
2066 George Urban Boulevard,127 Public Square,99137730,N,0,,1566,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Depew,Depew,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"79,597",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1566,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",George Urban Branch,KeyBank National Association,KEYCORP,,0,3,Central District,15011,OCC,1068025,280110,6/30/97,M,10/1/76,42.9187,-78.735,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,236465,0,1,6/30/16,44114,14043,14043,44114
3980 Maple Road,127 Public Square,99137730,N,0,,1601,12,"Full Service, Retail Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Amherst,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"20,060",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1601,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Tops Maple Road Branch,KeyBank National Association,KEYCORP,,0,3,Central District,2000,OCC,1068025,280110,6/30/97,M,12/1/92,42.9908,-78.8147,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,213120,0,1,6/30/16,44114,14226,14226,44114
320 Orchard Park Road,127 Public Square,99137730,N,0,,1848,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,West Seneca,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"26,695",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1848,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Seneca Square Branch,KeyBank National Association,KEYCORP,,0,3,Central District,80918,OCC,1068025,280110,,M,6/22/09,42.8354,-78.7876,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,494356,0,1,6/30/16,44114,14224,14224,44114
3030 Union Road,127 Public Square,99137730,N,0,,1860,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Orchard Park,Orchard Park,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"23,333",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1860,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Union Road At Michael Branch,KeyBank National Association,KEYCORP,,0,3,Central District,55277,OCC,1068025,280110,,M,3/15/10,42.8029,-78.7517,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,507791,0,1,6/30/16,44114,14127,14127,44114
2180 Grand Island Blvd,127 Public Square,99137730,N,0,,1870,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Grand Island,Grand Island,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"34,284",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1870,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Grand Island Branch,KeyBank National Association,KEYCORP,,0,3,Central District,29828,OCC,1068025,280110,,M,5/24/10,43.0212,-78.9623,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,510103,0,1,6/30/16,44114,14072,14072,44114
9640 Transit Road,127 Public Square,99137730,N,0,,1882,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,East Amherst,East Amherst,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"123,117",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1882,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",North French & Transit Branch,KeyBank National Association,KEYCORP,,0,3,Central District,2000,OCC,1068025,280110,,M,8/17/09,43.0319,-78.697,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,510805,0,1,6/30/16,44114,14051,14051,44114
3586 Main Street,127 Public Square,99137730,N,0,,1924,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Amherst,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"39,515",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1924,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",South Campus Branch,KeyBank National Association,KEYCORP,,0,3,Central District,2000,OCC,1068025,280110,,PointAddress,9/26/11,42.9587,-78.8162,98.93,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,529728,0,1,6/30/16,44114,14226,14226,44114
5207 Broadway Street,127 Public Square,99137730,N,0,,1927,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Lancaster,Lancaster,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"98,157",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1927,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Lancaster Branch,KeyBank National Association,KEYCORP,,0,3,Central District,41146,OCC,1068025,280110,,M,4/16/12,42.9009,-78.6815,100,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,530748,0,1,6/30/16,44114,14086,14086,44114
3050 Niagara Falls Boulevard,127 Public Square,99137730,N,0,,1932,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Amherst,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"24,087",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1932,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",East Robinson Branch,KeyBank National Association,KEYCORP,,0,3,Central District,2000,OCC,1068025,280110,,POINTADDRESS,7/25/11,43.0379,-78.8236,100,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,532221,0,1,6/30/16,44114,14228,14228,44114
804 Hopkins Road,127 Public Square,99137730,N,0,,1936,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Amherst,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"42,826",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1936,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Hopkins & Klein Branch,KeyBank National Association,KEYCORP,,0,3,Central District,2000,OCC,1068025,280110,,M,8/29/11,43.0018,-78.7394,87,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,532225,0,1,6/30/16,44114,14221,14221,44114
201 Amherst Street,127 Public Square,99137730,N,0,,1953,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Buffalo,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"35,351",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1953,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Black Rock Main Branch,KeyBank National Association,KEYCORP,,0,3,Central District,11000,OCC,1068025,280110,7/13/12,M,9/2/16,42.9401,-78.8301,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,182239,0,1,6/30/16,44114,14207,14207,44114
1017 Broadway,127 Public Square,99137730,N,0,,1954,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Buffalo,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"32,610",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1954,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Broadway-Market Branch,KeyBank National Association,KEYCORP,,0,3,Central District,11000,OCC,1068025,280110,7/13/12,M,2/11/22,42.8934,-78.837,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,182240,0,1,6/30/16,44114,14212,14212,44114
306 West Ferry Street,127 Public Square,99137730,N,0,,1958,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Buffalo,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"16,243",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1958,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Grant-Ferry Branch,KeyBank National Association,KEYCORP,,0,3,Central District,11000,OCC,1068025,280110,7/13/12,M,6/30/17,42.9152,-78.8902,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,182264,0,1,6/30/16,44114,14213,14213,44114
4455 Transit Road,127 Public Square,99137730,N,0,,1959,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Williamsville,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"156,633",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1959,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Eastern Hills-Transit Branch,KeyBank National Association,KEYCORP,,0,3,Central District,15825,OCC,1068025,280110,7/13/12,M,11/22/65,42.9682,-78.6967,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,182266,0,1,6/30/16,44114,14221,14221,44114
